Agency,Region,lake,LFENZID,Hydrological Year,TLI,MixingPattern,GeomorphicType
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2016,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2016,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2016,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2016,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2017,6.2,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2017,6.2,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2017,6.2,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2017,6.2,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2017,6.2,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2017,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2017,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2017,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2017,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2017,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2017,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2017,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2017,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2017,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2017,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2018,6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2018,6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2018,6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2018,6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2018,6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2018,6.6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2018,6.6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2018,6.6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2018,6.6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2018,6.6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2018,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2018,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2018,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2018,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2018,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2018,6.8,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2018,6.8,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2018,6.8,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2018,6.8,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2018,6.8,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2019,6.2,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2019,6.2,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2019,6.2,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2019,6.2,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2019,6.2,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2019,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2019,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2019,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2019,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2019,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2019,6.8,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2019,6.8,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2019,6.8,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2019,6.8,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2019,6.8,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2019,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2019,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2019,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2019,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2019,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2020,6.6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2020,6.6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2020,6.6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2020,6.6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2020,6.6,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2020,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2020,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2020,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2020,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2020,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2020,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2020,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2020,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2020,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2020,7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2021,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2021,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2021,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2021,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2021,6.9,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2021,7.1,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2021,7.1,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2021,7.1,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2021,7.1,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2021,7.1,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2022,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2022,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2022,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2022,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2022,6.7,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere at Kaituna Lagoon,48177,2022,7.1,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Timber Yard Point,48177,2022,7.1,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere mid-lake,48177,2022,7.1,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Taumutu,48177,2022,7.1,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Ellesmere off Selwyn River mouth,48177,2022,7.1,Icoll,Shoreline
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2008,2.8,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2009,2.9,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2010,2.9,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2011,2.8,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2012,2.8,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2013,2.7,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2014,2.6,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2015,3,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2016,2.6,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2017,3.5,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2018,3.3,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2019,2.8,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2020,3,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2021,3.4,Stratified,Glacial
Environment Canterbury,canterbury,Lake Selfe mid lake,48213,2022,2.8,Stratified,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2008,4.3,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2009,3.6,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2010,3.5,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2011,3.7,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2012,3.3,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2013,4,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2014,4.9,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2015,3.8,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2016,4.3,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2017,4,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2018,4.1,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2019,4,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2020,3.6,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2021,4.1,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Georgina mid lake,48447,2022,3.6,Polymictic,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2008,1.8,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2009,2.3,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2010,1.8,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2011,1.6,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2012,1.4,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2013,1.2,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2014,1.1,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2015,1.3,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2016,1.1,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2017,1.3,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2018,1.6,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2019,1.7,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2020,1.5,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2021,1.3,Stratified,Glacial
Environment Canterbury,canterbury,"Lake Coleridge mid lake, near island",48451,2022,1.6,Stratified,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2008,2.4,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2009,2.6,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2010,2.8,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2011,2.8,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2012,2.5,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2013,2.5,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2014,3.2,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2015,3.1,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2016,3,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2017,3.8,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2018,3.1,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2019,2.9,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2020,2.9,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2021,2.9,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Ida mid lake,48455,2022,2.6,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2008,2.6,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2009,3.2,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2010,2.8,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2011,2.8,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2012,2.8,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2013,3,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2014,2.6,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2015,3,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2016,3.1,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2017,3,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2018,3.2,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2019,3.2,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2020,3.4,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2021,3.6,Stratified,Glacial
Environment Canterbury,canterbury,Lake Lyndon mid lake,48597,2022,3.1,Stratified,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2008,3.1,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2009,3.1,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2010,2.7,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2011,2.9,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2012,2.8,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2013,2.6,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2014,3.3,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2015,4,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2016,3.9,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2017,3.8,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2018,3.6,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2019,3.9,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2020,3.3,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2021,3.3,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Pearson north basin,48660,2022,3,Polymictic,Glacial
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2008,3,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2009,3.3,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2010,3.2,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2011,3.6,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2012,3.4,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2013,3.1,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2014,3.1,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2015,3.2,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2016,3.3,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2017,3.5,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2018,3.5,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2019,3.4,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2020,3.5,Polymictic,Riverine
Environment Canterbury,canterbury,Lake Grasmere mid lake,48663,2021,3.7,Polymictic,Riverine
